20030225.5,2452696,2452696.409,0.0029,1361.4831,4.77E-01,6.80E-03,3.30E-02,4.78E-01,1389.1931,4.86E-01,6.80E-03,3.39E-02,4.87E-01,0
20030226.5,2452697,2452697,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0
20030227.5,2452698,2452698.007,0.0769,1361.4506,4.77E-01,6.80E-03,5.24E-02,4.79E-01,1388.0843,4.86E-01,6.80E-03,9.32E-02,4.95E-01,0
20030228.5,2452699,2452699,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0
20030301.5,2452700,2452700,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0
20030302.5,2452701,2452701,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0
20030303.5,2452702,2452702,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0
20030304.5,2452703,2452703,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0
20030305.5,2452704,2452703.583,0.0561,1361.2987,4.77E-01,6.80E-03,3.49E-02,4.78E-01,1384.0937,4.84E-01,6.80E-03,5.03E-02,4.87E-01,0
20030306.5,2452705,2452705,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0
20030307.5,2452706,2452706.015,0.4398,1361.3535,4.77E-01,6.80E-03,6.11E-02,4.80E-01,1382.4454,4.84E-01,6.80E-03,2.97E-01,5.68E-01,0
20030308.5,2452707,2452706.75,0.3567,1361.3319,4.77E-01,6.80E-03,4.72E-02,4.79E-01,1381.9045,4.84E-01,6.80E-03,2.68E-01,5.53E-01,0
20030309.5,2452708,2452707.913,0.4431,1361.3305,4.77E-01,6.80E-03,3.61E-02,4.78E-01,1381.0778,4.83E-01,6.80E-03,2.97E-01,5.67E-01,0
20030310.5,2452709,2452708.866,0.4368,1361.3433,4.77E-01,6.80E-03,7.89E-02,4.83E-01,1380.4106,4.83E-01,6.80E-03,3.57E-01,6.01E-01,0
20030311.5,2452710,2452710.382,0.2165,1361.0724,4.76E-01,6.80E-03,8.12E-02,4.83E-01,1379.0457,4.83E-01,6.80E-03,2.28E-01,5.34E-01,0
20030312.5,2452711,2452711.037,0.3061,1360.9889,4.76E-01,6.80E-03,8.54E-02,4.84E-01,1378.4872,4.83E-01,6.80E-03,2.99E-01,5.67E-01,0
20030313.5,2452712,2452711.799,0.1831,1360.793,4.76E-01,6.80E-03,5.83E-02,4.80E-01,1377.7338,4.82E-01,6.80E-03,1.71E-01,5.12E-01,0
20030314.5,2452713,2452713.11,0.2337,1360.549,4.76E-01,6.80E-03,8.56E-02,4.84E-01,1376.5246,4.82E-01,6.80E-03,2.46E-01,5.41E-01,0
20030315.5,2452714,2452713.975,0.2877,1360.4722,4.76E-01,6.80E-03,4.47E-02,4.78E-01,1375.8056,4.82E-01,6.80E-03,2.13E-01,5.26E-01,0
20030316.5,2452715,2452714.814,0.2121,1360.4572,4.76E-01,6.80E-03,4.99E-02,4.79E-01,1375.164,4.81E-01,6.80E-03,1.59E-01,5.07E-01,0
20030317.5,2452716,2452715.999,0.2861,1360.6811,4.76E-01,6.80E-03,1.02E-01,4.87E-01,1374.4963,4.81E-01,6.80E-03,1.31E-01,4.99E-01,0
20030318.5,2452717,2452717.058,0.2988,1360.9904,4.76E-01,6.80E-03,8.83E-02,4.85E-01,1374.001,4.81E-01,6.80E-03,1.59E-01,5.07E-01,0
20030319.5,2452718,2452717.797,0.3223,1361.1532,4.76E-01,6.80E-03,4.66E-02,4.79E-01,1373.5964,4.81E-01,6.80E-03,2.44E-01,5.39E-01,0
20030320.5,2452719,2452719.06,0.2734,1361.1906,4.76E-01,6.80E-03,5.39E-02,4.80E-01,1372.6536,4.80E-01,6.80E-03,2.38E-01,5.36E-01,0
20030321.5,2452720,2452719.997,0.2926,1361.1269,4.76E-01,6.80E-03,5.01E-02,4.79E-01,1371.8548,4.80E-01,6.80E-03,2.53E-01,5.43E-01,0
20030322.5,2452721,2452721.009,0.2913,1361.1175,4.76E-01,6.80E-03,4.89E-02,4.79E-01,1371.0468,4.80E-01,6.80E-03,2.26E-01,5.31E-01,0
20030323.5,2452722,2452722.007,0.284,1361.1872,4.76E-01,6.80E-03,4.95E-02,4.79E-01,1370.3251,4.80E-01,6.80E-03,2.09E-01,5.23E-01,0
20030324.5,2452723,2452722.994,0.2849,1361.2578,4.76E-01,6.80E-03,4.92E-02,4.79E-01,1369.6092,4.79E-01,6.80E-03,2.25E-01,5.30E-01,0
20030325.5,2452724,2452724.022,0.2773,1361.3355,4.77E-01,6.80E-03,5.36E-02,4.80E-01,1368.8663,4.79E-01,6.80E-03,2.13E-01,5.24E-01,0
20030326.5,2452725,2452725.022,0.3649,1361.1822,4.76E-01,6.80E-03,1.48E-01,4.99E-01,1367.9124,4.79E-01,6.80E-03,4.35E-01,6.47E-01,0
20030327.5,2452726,2452725.98,0.3005,1360.8216,4.76E-01,6.80E-03,7.79E-02,4.83E-01,1366.7841,4.78E-01,6.80E-03,2.98E-01,5.64E-01,0
20030328.5,2452727,2452727.023,0.2863,1360.7904,4.76E-01,6.80E-03,5.23E-02,4.79E-01,1365.9204,4.78E-01,6.80E-03,2.46E-01,5.37E-01,0
20030329.5,2452728,2452727.99,0.2807,1360.7531,4.76E-01,6.80E-03,5.28E-02,4.79E-01,1365.1122,4.78E-01,6.80E-03,2.45E-01,5.37E-01,0
20030330.5,2452729,2452728.993,0.2918,1360.7819,4.76E-01,6.80E-03,4.64E-02,4.79E-01,1364.3444,4.78E-01,6.80E-03,2.28E-01,5.29E-01,0
20030331.5,2452730,2452729.995,0.2867,1360.8523,4.76E-01,6.80E-03,5.90E-02,4.80E-01,1363.6226,4.77E-01,6.80E-03,1.98E-01,5.17E-01,0
20030401.5,2452731,2452730.711,0.035,1360.9258,4.76E-01,6.80E-03,4.61E-02,4.79E-01,1363.1312,4.77E-01,6.80E-03,4.38E-02,4.79E-01,0
20030402.5,2452732,2452732.495,0.0028,1361.1447,4.76E-01,6.80E-03,4.52E-02,4.79E-01,1361.9524,4.77E-01,6.80E-03,4.68E-02,4.79E-01,0
20030403.5,2452733,2452733.052,0.3068,1361.163,4.76E-01,6.80E-03,6.88E-02,4.81E-01,1361.5362,4.77E-01,6.80E-03,2.08E-01,5.20E-01,0
20030404.5,2452734,2452734.012,0.2773,1361.2276,4.76E-01,6.80E-03,5.03E-02,4.79E-01,1360.8554,4.76E-01,6.80E-03,2.14E-01,5.22E-01,0
20030405.5,2452735,2452735.006,0.2859,1361.2754,4.76E-01,6.80E-03,5.17E-02,4.79E-01,1360.1355,4.76E-01,6.80E-03,2.18E-01,5.24E-01,0
20030406.5,2452736,2452736.011,0.2872,1361.2509,4.76E-01,6.80E-03,5.14E-02,4.79E-01,1359.3377,4.76E-01,6.80E-03,2.31E-01,5.29E-01,0
20030407.5,2452737,2452737.021,0.2831,1361.1809,4.76E-01,6.80E-03,6.48E-02,4.81E-01,1358.4955,4.76E-01,6.80E-03,2.60E-01,5.42E-01,0
20030408.5,2452738,2452738.055,0.2511,1361.0389,4.76E-01,6.80E-03,5.42E-02,4.79E-01,1357.5657,4.75E-01,6.80E-03,2.13E-01,5.21E-01,0
20030409.5,2452739,2452738.931,0.2842,1360.9369,4.76E-01,6.80E-03,7.06E-02,4.82E-01,1356.7991,4.75E-01,6.80E-03,2.66E-01,5.44E-01,0
20030410.5,2452740,2452740.016,0.3273,1360.8415,4.76E-01,6.80E-03,4.88E-02,4.79E-01,1355.883,4.75E-01,6.80E-03,2.65E-01,5.43E-01,0
20030411.5,2452741,2452740.993,0.2927,1360.8955,4.76E-01,6.80E-03,6.95E-02,4.81E-01,1355.2,4.74E-01,6.80E-03,1.80E-01,5.07E-01,0
20030412.5,2452742,2452742.034,0.2906,1360.9851,4.76E-01,6.80E-03,6.24E-02,4.80E-01,1354.5055,4.74E-01,6.80E-03,1.88E-01,5.10E-01,0
20030413.5,2452743,2452743,0.2875,1361.1472,4.76E-01,6.80E-03,6.22E-02,4.81E-01,1353.9394,4.74E-01,6.80E-03,1.80E-01,5.07E-01,0
